3RD ST / MINNA ST,8,1,1,10,LARCENY/THEFT,6244,2/1/2008 0:00,Friday,GRAND THEFT FROM LOCKED AUTO,80112578,1/1/1900 11:00,2008,37.78582843,-122.4014943,SOUTHERN,NONE,32,0,Financial District/South Beach,"-122.4014943, 37.78582843",1
700 Block of GEARY ST,36,2,6,10,SUSPICIOUS OCC,64070,8/7/2007 0:00,Tuesday,SUSPICIOUS OCCURRENCE,70801333,1/1/1900 21:35,2007,37.78646724,-122.4156546,CENTRAL,UNFOUNDED,50,1,Tenderloin,"-122.41565459999998, 37.78646724",1
100 Block of MARKET ST,8,1,6,10,ASSAULT,4154,12/1/2011 0:00,Thursday,BATTERY OF A POLICE OFFICER,110964849,1/1/1900 18:56,2011,37.79343959,-122.3958859,SOUTHERN,"ARREST, BOOKED",108,0,Financial District/South Beach,"-122.3958859, 37.79343959",1
1100 Block of SILVER AV,25,2,2,2,SUSPICIOUS OCC,64070,6/1/2005 0:00,Wednesday,SUSPICIOUS OCCURRENCE,80108856,1/1/1900 12:00,2005,37.72996447,-122.4129271,BAYVIEW,NONE,91,1,Portola,"-122.4129271, 37.72996447",1
1000 Block of POTRERO AV,20,2,3,9,TRESPASS,27195,10/31/2003 0:00,Friday,TRESPASSING,31281716,1/1/1900 17:39,2003,37.75648641,-122.4065391,MISSION,"ARREST, BOOKED",54,1,Mission,"-122.4065391, 37.75648641",1
2100 Block of TARAVAL ST,35,1,10,7,LARCENY/THEFT,6304,5/21/2013 0:00,Tuesday,GRAND THEFT FROM A BUILDING,130419181,1/1/1900 16:46,2013,37.74251544,-122.4890978,TARAVAL,NONE,40,0,Sunset/Parkside,"-122.48909779999998, 37.74251544",1
500 Block of RHODEISLAND ST,26,1,2,9,LARCENY/THEFT,6372,1/8/2012 0:00,Sunday,PETTY THEFT OF PROPERTY,126005833,1/1/1900 21:00,2012,37.76285023,-122.402453,BAYVIEW,NONE,54,0,Potrero Hill,"-122.402453, 37.76285023",1
300 Block of LARKIN ST,36,2,5,10,NON-CRIMINAL,51040,2/10/2009 0:00,Tuesday,AIDED CASE,90147628,1/1/1900 6:20,2009,37.78097701,-122.4169802,NORTHERN,NONE,21,3,Tenderloin,"-122.4169802, 37.78097701",1
700 Block of PINE ST,21,1,6,3,LARCENY/THEFT,6311,9/19/2009 0:00,Saturday,PETTY THEFT BICYCLE,90971148,1/1/1900 9:30,2009,37.79109268,-122.4085075,CENTRAL,NONE,16,0,Nob Hill,"-122.4085075, 37.79109268",1
300 Block of STOCKTON ST,8,2,6,3,ASSAULT,4011,9/29/2013 0:00,Sunday,AGGRAVATED ASSAULT WITH A GUN,130820726,1/1/1900 4:01,2013,37.78873458,-122.4068865,CENTRAL,NONE,19,0,Financial District/South Beach,"-122.4068865, 37.78873458",1
900 Block of GENEVA AV,7,2,9,1,MISSING PERSON,75000,3/13/2006 0:00,Monday,FOUND PERSON,60265545,1/1/1900 12:34,2006,37.71576543,-122.4399098,INGLESIDE,"ARREST, CITED",58,2,Excelsior,"-122.4399098, 37.71576543",1
16TH ST / MISSION ST,20,2,3,2,OTHER OFFENSES,30200,12/3/2008 0:00,Wednesday,VIOLATION OF MUNICIPAL CODE,81292149,1/1/1900 17:22,2008,37.76505012,-122.4196718,MISSION,"ARREST, CITED",53,3,Mission,"-122.4196718, 37.76505012",1
1800 Block of GEARY BL,39,2,4,11,LARCENY/THEFT,6113,11/1/2012 0:00,Thursday,GRAND THEFT PICKPOCKET,120884516,1/1/1900 21:30,2012,37.78425011,-122.4320353,NORTHERN,NONE,101,0,Western Addition,"-122.4320353, 37.78425011",1
200 Block of KING ST,4,1,1,10,LARCENY/THEFT,6365,4/5/2009 0:00,Sunday,PETTY THEFT WITH PRIOR,90356590,1/1/1900 15:05,2009,37.77731032,-122.3931106,SOUTHERN,"ARREST, BOOKED",34,0,Mission Bay,"-122.3931106, 37.77731032",1
2300 Block of 24TH AV,35,1,10,7,LARCENY/THEFT,6304,7/15/2010 0:00,Thursday,GRAND THEFT FROM A BUILDING,100678470,1/1/1900 16:00,2010,37.74372682,-122.4811832,TARAVAL,NONE,40,0,Sunset/Parkside,"-122.4811832, 37.74372682",1
2200 Block of MISSION ST,20,2,3,2,OTHER OFFENSES,26170,5/5/2010 0:00,Wednesday,PROBATION VIOLATION,100415852,1/1/1900 13:07,2010,37.76101609,-122.4193502,MISSION,"ARREST, BOOKED",53,3,Mission,"-122.4193502, 37.76101609",1
600 Block of HAIGHT ST,3,1,4,11,WARRANTS,63010,12/27/2012 0:00,Thursday,WARRANT ARREST,121040135,1/1/1900 2:48,2012,37.77173653,-122.4329183,PARK,"ARREST, BOOKED",26,3,Haight Ashbury,"-122.4329183, 37.77173653",1
3RD ST / TOWNSEND ST,34,2,1,10,LARCENY/THEFT,6244,12/21/2007 0:00,Friday,GRAND THEFT FROM LOCKED AUTO,76094762,1/1/1900 19:30,2007,37.77885187,-122.3927536,SOUTHERN,NONE,32,0,South of Market,"-122.3927536, 37.77885187",1
SOUTH VAN NESS AV / 14TH ST,20,2,3,2,LARCENY/THEFT,6244,9/1/2013 0:00,Sunday,GRAND THEFT FROM LOCKED AUTO,136159602,1/1/1900 12:00,2013,37.76840431,-122.4178034,MISSION,NONE,53,0,Mission,"-122.4178034, 37.76840431",1
1500 Block of VERMONT ST,26,2,2,9,OTHER OFFENSES,65016,2/20/2004 0:00,Friday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",40206882,1/1/1900 22:09,2004,37.75002276,-122.4031713,BAYVIEW,"ARREST, BOOKED",54,3,Potrero Hill,"-122.4031713, 37.75002276",1
2300 Block of BRYANT ST,20,2,3,2,NON-CRIMINAL,64020,2/9/2010 0:00,Tuesday,"AIDED CASE, MENTAL DISTURBED",100132028,1/1/1900 6:55,2010,37.75678281,-122.409454,MISSION,PSYCHOPATHIC CASE,53,3,Mission,"-122.409454, 37.75678281",1
2700 Block of VANNESS AV,13,1,4,6,NON-CRIMINAL,64020,7/2/2006 0:00,Sunday,"AIDED CASE, MENTAL DISTURBED",60699568,1/1/1900 1:15,2006,37.80084716,-122.4246213,NORTHERN,PSYCHOPATHIC CASE,15,3,Marina,"-122.4246213, 37.80084716",1
700 Block of MINNA ST,34,2,1,10,DRUG/NARCOTIC,16010,2/25/2010 0:00,Thursday,POSSESSION OF MARIJUANA,100188582,1/1/1900 20:12,2010,37.77644079,-122.4134586,SOUTHERN,"ARREST, BOOKED",32,1,South of Market,"-122.41345859999998, 37.77644079",1
1000 Block of POTRERO AV,20,2,3,9,ASSAULT,4136,12/16/2010 0:00,Thursday,BATTERY WITH SERIOUS INJURIES,101157534,1/1/1900 18:00,2010,37.75648641,-122.4065391,MISSION,"ARREST, CITED",54,0,Mission,"-122.4065391, 37.75648641",1
100 Block of FLOOD AV,41,1,9,8,STOLEN PROPERTY,11010,8/20/2003 0:00,Wednesday,RECEIVING STOLEN PROPERTY,30987036,1/1/1900 21:55,2003,37.7299587,-122.4431732,INGLESIDE,"ARREST, BOOKED",95,1,West of Twin Peaks,"-122.4431732, 37.72995870000001",1
0 Block of UNITEDNATIONS PZ,36,2,5,10,DRUG/NARCOTIC,16621,2/1/2006 0:00,Wednesday,POSSESSION OF BASE/ROCK COCAINE,60121088,1/1/1900 14:28,2006,37.77983392,-122.4143122,TENDERLOIN,"ARREST, BOOKED",21,1,Tenderloin,"-122.4143122, 37.77983392",1
GOLDEN GATE AV / FILLMORE ST,39,2,4,11,NON-CRIMINAL,75030,1/8/2013 0:00,Tuesday,CASE CLOSURE,130019985,1/1/1900 9:40,2013,37.77956475,-122.4319524,NORTHERN,COMPLAINANT REFUSES TO PROSECUTE,97,3,Western Addition,"-122.4319524, 37.77956475",1
1000 Block of MARKET ST,36,2,5,10,DRUG/NARCOTIC,16040,12/9/2008 0:00,Tuesday,SALE OF MARIJUANA,81315274,1/1/1900 21:40,2008,37.78175113,-122.4110714,SOUTHERN,NONE,20,1,Tenderloin,"-122.4110714, 37.78175113",1
200 Block of BUSH ST,8,2,6,3,LARCENY/THEFT,6364,3/20/2007 0:00,Tuesday,GRAND THEFT SHOPLIFTING,70290441,1/1/1900 16:25,2007,37.79120425,-122.4009681,CENTRAL,NONE,108,0,Financial District/South Beach,"-122.4009681, 37.79120425",1
200 Block of RANDALL ST,10,1,9,5,LARCENY/THEFT,6224,2/22/2013 0:00,Friday,GRAND THEFT FROM UNLOCKED AUTO,136035999,1/1/1900 14:30,2013,37.74048197,-122.4292478,INGLESIDE,NONE,59,0,Glen Park,"-122.42924779999998, 37.74048197",1
100 Block of MOULTON ST,13,1,4,6,MOTOR VEHICLE THEFT,7021,7/21/2007 0:00,Saturday,STOLEN AUTOMOBILE,70740935,1/1/1900 18:00,2007,37.79957595,-122.4351667,NORTHERN,NONE,15,0,Marina,"-122.4351667, 37.79957595",1
1100 Block of GILMAN AV,1,2,2,9,LARCENY/THEFT,6151,4/6/2013 0:00,Saturday,GRAND THEFT FROM PERSON,130468815,1/1/1900 0:01,2013,37.71987855,-122.3909226,BAYVIEW,NONE,88,0,Bayview Hunters Point,"-122.3909226, 37.71987855",1
800 Block of CENTRAL AV,18,1,7,11,OTHER OFFENSES,19050,8/17/2004 0:00,Tuesday,OBSCENE PHONE CALLS(S),40946157,1/1/1900 21:30,2004,37.77743976,-122.4449947,PARK,NONE,97,3,Lone Mountain/USF,"-122.4449947, 37.77743976",1
UNION ST / OCTAVIA ST,13,1,4,6,LARCENY/THEFT,6372,1/27/2013 0:00,Sunday,PETTY THEFT OF PROPERTY,136023091,1/1/1900 0:30,2013,37.7979254,-122.4289165,NORTHERN,NONE,15,0,Marina,"-122.4289165, 37.7979254",1
200 Block of GEARY ST,8,2,6,3,NON-CRIMINAL,71000,3/13/2013 0:00,Wednesday,LOST PROPERTY,130210531,1/1/1900 14:30,2013,37.78751587,-122.407435,CENTRAL,NONE,19,3,Financial District/South Beach,"-122.407435, 37.78751587",1
200 Block of POWELL ST,36,2,6,3,TRESPASS,27195,3/2/2009 0:00,Monday,TRESPASSING,90224834,1/1/1900 19:20,2009,37.78688491,-122.4082017,TENDERLOIN,NONE,19,1,Tenderloin,"-122.4082017, 37.78688491",1
UTAH ST / 16TH ST,20,2,3,9,LARCENY/THEFT,6244,1/8/2010 0:00,Friday,GRAND THEFT FROM LOCKED AUTO,106005609,1/1/1900 23:30,2010,37.76584264,-122.4065537,MISSION,NONE,54,0,Mission,"-122.4065537, 37.76584264",1
MISSION ST / 16TH ST,20,2,3,2,LARCENY/THEFT,6243,8/26/2006 0:00,Saturday,PETTY THEFT FROM LOCKED AUTO,60910790,1/1/1900 18:30,2006,37.76505012,-122.4196718,MISSION,NONE,53,0,Mission,"-122.4196718, 37.76505012",1
2000 Block of GROVE ST,18,1,7,11,DRUG/NARCOTIC,16640,1/2/2009 0:00,Friday,POSSESSION OF AMPHETAMINE,90006347,1/1/1900 16:38,2009,37.77429806,-122.4503451,PARK,"ARREST, BOOKED",24,1,Lone Mountain/USF,"-122.4503451, 37.77429806",1
100 Block of LEAVENWORTH ST,36,2,5,10,OTHER OFFENSES,15150,11/24/2007 0:00,Saturday,VIOLATION OF RESTRAINING ORDER,71204091,1/1/1900 17:17,2007,37.78234652,-122.4138932,TENDERLOIN,NOT PROSECUTED,20,3,Tenderloin,"-122.4138932, 37.78234652",1
0 Block of 6TH ST,34,2,5,10,SUSPICIOUS OCC,64080,8/18/2008 0:00,Monday,SUSPICIOUS PERSON,80868856,1/1/1900 5:05,2008,37.78195365,-122.4100416,SOUTHERN,NONE,32,1,South of Market,"-122.4100416, 37.78195365",1
FRANKLIN ST / WASHINGTON ST,30,1,4,6,ASSAULT,4134,6/8/2010 0:00,Tuesday,BATTERY,100535767,1/1/1900 23:25,2010,37.79284128,-122.4245198,NORTHERN,NONE,102,0,Pacific Heights,"-122.42451979999998, 37.79284128",1
3100 Block of LAGUNA ST,13,1,4,6,NON-CRIMINAL,73000,7/22/2004 0:00,Thursday,PROPERTY FOR IDENTIFICATION,40836564,1/1/1900 19:00,2004,37.80004135,-122.4309586,NORTHERN,PSYCHOPATHIC CASE,15,3,Marina,"-122.43095859999998, 37.80004135",1
500 Block of LEAVENWORTH ST,36,2,5,10,DISORDERLY CONDUCT,19010,8/23/2009 0:00,Sunday,COMMITTING PUBLIC NUISANCE,90863426,1/1/1900 7:20,2009,37.78606884,-122.4146454,TENDERLOIN,"ARREST, CITED",20,1,Tenderloin,"-122.4146454, 37.78606884",1
22ND ST / SOUTH VAN NESS AV,20,2,3,2,PROSTITUTION,13070,1/13/2009 0:00,Tuesday,SOLICITS TO VISIT HOUSE OF PROSTITUTION,90042498,1/1/1900 4:30,2009,37.7555688,-122.416569,MISSION,UNFOUNDED,53,1,Mission,"-122.416569, 37.7555688",1
400 Block of BAY SHORE BL,1,1,2,9,ROBBERY,3414,2/2/2011 0:00,Wednesday,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,110101007,1/1/1900 14:40,2011,37.73940125,-122.4068443,BAYVIEW,"ARREST, BOOKED",82,0,Bayview Hunters Point,"-122.4068443, 37.73940125",1
1000 Block of LOMBARD ST,32,1,6,6,ASSAULT,19055,9/10/2003 0:00,Wednesday,THREATENING PHONE CALL(S),31074646,1/1/1900 13:00,2003,37.80211364,-122.4185483,CENTRAL,NONE,107,0,Russian Hill,"-122.4185483, 37.80211364",1
200 Block of 11TH ST,20,2,1,10,OTHER OFFENSES,65015,2/22/2005 0:00,Tuesday,TRAFFIC VIOLATION,50214966,1/1/1900 12:00,2005,37.77236525,-122.4147461,SOUTHERN,"ARREST, BOOKED",32,3,Mission,"-122.4147461, 37.77236525",1
NEWCOMB AV / NEWHALL ST,1,2,2,9,ASSAULT,19057,10/29/2012 0:00,Monday,THREATS AGAINST LIFE,120874090,1/1/1900 17:00,2012,37.73628979,-122.3916487,BAYVIEW,NONE,86,0,Bayview Hunters Point,"-122.3916487, 37.73628979",1
800 Block of BRYANT ST,34,2,1,10,NON-CRIMINAL,51040,7/31/2009 0:00,Friday,AIDED CASE,90775514,1/1/1900 6:15,2009,37.77542071,-122.4034048,SOUTHERN,NONE,32,3,South of Market,"-122.4034048, 37.77542071",1
100 Block of HYDE ST,36,2,5,10,DRUG/NARCOTIC,16621,4/18/2006 0:00,Tuesday,POSSESSION OF BASE/ROCK COCAINE,60412821,1/1/1900 9:26,2006,37.78211985,-122.4156697,TENDERLOIN,"ARREST, BOOKED",20,1,Tenderloin,"-122.4156697, 37.78211985",1
800 Block of BRYANT ST,34,2,1,10,SECONDARY CODES,15200,6/9/2010 0:00,Wednesday,DOMESTIC VIOLENCE,100532707,1/1/1900 2:15,2010,37.77542071,-122.4034048,SOUTHERN,"ARREST, BOOKED",32,0,South of Market,"-122.4034048, 37.77542071",1
500 Block of POINT LOBOS AV,29,1,8,4,MISSING PERSON,75000,7/25/2004 0:00,Sunday,FOUND PERSON,40846660,1/1/1900 13:29,2004,37.77983151,-122.5089043,RICHMOND,NONE,6,2,Outer Richmond,"-122.5089043, 37.77983151",1
2000 Block of MARKET ST,5,1,3,5,TRESPASS,27195,6/27/2005 0:00,Monday,TRESPASSING,50715566,1/1/1900 7:05,2005,37.7683148,-122.4276823,MISSION,"ARREST, CITED",37,1,Castro/Upper Market,"-122.4276823, 37.7683148",1
800 Block of BRYANT ST,34,2,1,10,ASSAULT,4022,9/26/2012 0:00,Wednesday,ATTEMPTED HOMICIDE WITH A KNIFE,120773793,1/1/1900 22:28,2012,37.77542071,-122.4034048,SOUTHERN,"ARREST, BOOKED",32,0,South of Market,"-122.4034048, 37.77542071",1
1900 Block of SUNNYDALE AV,40,2,9,9,WARRANTS,62050,12/11/2005 0:00,Sunday,ENROUTE TO OUTSIDE JURISDICTION,50943604,1/1/1900 19:48,2005,37.71215029,-122.4171448,INGLESIDE,"ARREST, BOOKED",74,3,Visitacion Valley,"-122.4171448, 37.71215029",1
CESAR CHAVEZ ST / BARTLETT ST,2,1,3,2,DRUG/NARCOTIC,16040,5/16/2003 0:00,Friday,SALE OF MARIJUANA,30600119,1/1/1900 14:33,2003,37.74813725,-122.4191691,MISSION,"ARREST, BOOKED",83,1,Bernal Heights,"-122.4191691, 37.74813725",1
700 Block of 35TH AV,29,1,8,4,ASSAULT,15040,1/27/2011 0:00,Thursday,INFLICT INJURY ON COHABITEE,110084942,1/1/1900 19:00,2011,37.77486532,-122.4950366,RICHMOND,"ARREST, BOOKED",8,0,Outer Richmond,"-122.4950366, 37.77486532",1
400 Block of 20TH AV,29,1,8,4,OTHER OFFENSES,27170,1/14/2008 0:00,Monday,RESISTING ARREST,80048343,1/1/1900 15:48,2008,37.77935625,-122.4792414,RICHMOND,"ARREST, BOOKED",8,3,Outer Richmond,"-122.4792414, 37.77935625",1
400 Block of EDDY ST,36,2,5,10,SUSPICIOUS OCC,64070,3/5/2008 0:00,Wednesday,SUSPICIOUS OCCURRENCE,80239150,1/1/1900 19:15,2008,37.78356348,-122.4150669,TENDERLOIN,NONE,20,1,Tenderloin,"-122.4150669, 37.78356348",1
1400 Block of PHELPS ST,1,2,2,9,MISSING PERSON,75000,7/9/2008 0:00,Wednesday,FOUND PERSON,80715291,1/1/1900 1:50,2008,37.7364439,-122.3944389,BAYVIEW,NONE,87,2,Bayview Hunters Point,"-122.3944389, 37.73644390000001",1
3200 Block of 20TH AV,16,2,10,8,LARCENY/THEFT,6363,4/23/2012 0:00,Monday,PETTY THEFT SHOPLIFTING,120322873,1/1/1900 16:45,2012,37.72852806,-122.4756475,TARAVAL,"ARREST, CITED",41,0,Lakeshore,"-122.4756475, 37.72852806",1
300 Block of LEAVENWORTH ST,36,2,5,10,BURGLARY,5011,6/27/2011 0:00,Monday,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",110516183,1/1/1900 4:00,2011,37.78419072,-122.414406,TENDERLOIN,NONE,20,0,Tenderloin,"-122.414406, 37.78419072",1
100 Block of VALENCIA ST,20,2,1,10,LARCENY/THEFT,6304,10/12/2005 0:00,Wednesday,GRAND THEFT FROM A BUILDING,51185223,1/1/1900 0:01,2005,37.7707189,-122.422375,SOUTHERN,NONE,32,0,Mission,"-122.422375, 37.7707189",1
2000 Block of MISSION ST,20,2,3,2,WARRANTS,62020,8/24/2009 0:00,Monday,ENROUTE TO DEPARTMENT OF CORRECTIONS,90866555,1/1/1900 2:38,2009,37.76422056,-122.4196583,MISSION,"ARREST, BOOKED",53,3,Mission,"-122.41965829999998, 37.76422056",1
400 Block of MINNA ST,34,2,1,10,DRUG/NARCOTIC,16100,8/19/2013 0:00,Monday,POSSESSION OF HEROIN,130690513,1/1/1900 18:14,2013,37.78106889,-122.4073872,SOUTHERN,"ARREST, BOOKED",32,1,South of Market,"-122.4073872, 37.78106889",1
800 Block of MARKET ST,34,2,5,10,OTHER OFFENSES,27170,9/7/2007 0:00,Friday,RESISTING ARREST,70916534,1/1/1900 12:05,2007,37.78506294,-122.406521,SOUTHERN,"ARREST, CITED",32,3,South of Market,"-122.406521, 37.78506294",1
300 Block of FILLMORE ST,9,1,4,11,LARCENY/THEFT,6304,4/24/2011 0:00,Sunday,GRAND THEFT FROM A BUILDING,110363837,1/1/1900 18:00,2011,37.77257369,-122.4306016,NORTHERN,NONE,26,0,Hayes Valley,"-122.4306016, 37.77257369",1
HAIGHT ST / STANYAN ST,3,1,7,11,OTHER OFFENSES,26080,6/7/2007 0:00,Thursday,CONSPIRACY,70575293,1/1/1900 9:02,2007,37.7691663,-122.4535346,PARK,"ARREST, BOOKED",9,3,Haight Ashbury,"-122.45353459999998, 37.7691663",1
400 Block of BEALE ST,8,1,1,10,LARCENY/THEFT,6304,9/29/2008 0:00,Monday,GRAND THEFT FROM A BUILDING,90076657,1/1/1900 1:00,2008,37.78678894,-122.3904424,SOUTHERN,NONE,30,0,Financial District/South Beach,"-122.3904424, 37.78678894",1
2100 Block of BRYANT ST,20,2,3,9,VANDALISM,28160,2/22/2004 0:00,Sunday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",40217312,1/1/1900 15:00,2004,37.75982189,-122.4098721,MISSION,NONE,53,1,Mission,"-122.4098721, 37.75982189",1
9TH ST / MARKET ST,36,2,5,10,ROBBERY,3014,1/29/2009 0:00,Thursday,"ROBBERY ON THE STREET, STRONGARM",90103959,1/1/1900 2:02,2009,37.77749368,-122.4162938,TENDERLOIN,NONE,21,0,Tenderloin,"-122.4162938, 37.77749368",1
2000 Block of MISSION ST,20,2,3,2,WARRANTS,63010,1/6/2006 0:00,Friday,WARRANT ARREST,20297691,1/1/1900 10:39,2006,37.76422894,-122.4195204,MISSION,"ARREST, BOOKED",53,3,Mission,"-122.4195204, 37.76422894",1
3100 Block of FILLMORE ST,13,1,4,6,NON-CRIMINAL,64020,5/16/2003 0:00,Friday,"AIDED CASE, MENTAL DISTURBED",30601684,1/1/1900 22:00,2003,37.79825699,-122.435796,NORTHERN,NONE,15,3,Marina,"-122.435796, 37.79825699",1
2600 Block of 22ND ST,20,2,3,2,MOTOR VEHICLE THEFT,7021,6/18/2006 0:00,Sunday,STOLEN AUTOMOBILE,60649450,1/1/1900 23:00,2006,37.75619266,-122.4071241,MISSION,NONE,53,0,Mission,"-122.4071241, 37.75619266",1
30TH AV / SANTIAGO ST,35,1,10,7,MOTOR VEHICLE THEFT,7045,3/21/2005 0:00,Monday,"VEHICLE, RECOVERED, CAMPER-HOUSE CAR-MOTOR HOME",50318831,1/1/1900 21:00,2005,37.74439591,-122.4876077,TARAVAL,NONE,40,0,Sunset/Parkside,"-122.4876077, 37.74439591",1
MISSION ST / HIGHLAND AV,2,1,9,5,FRAUD,10115,12/1/2009 0:00,Tuesday,"TRICK AND DEVICE, GRAND THEFT",91237828,1/1/1900 12:00,2009,37.73740518,-122.4240423,INGLESIDE,NONE,61,1,Bernal Heights,"-122.4240423, 37.73740518",1
4400 Block of 3RD ST,1,2,2,9,DRUG/NARCOTIC,16710,11/15/2009 0:00,Sunday,POSSESSION OF NARCOTICS PARAPHERNALIA,91177387,1/1/1900 16:41,2009,37.73758611,-122.3898637,BAYVIEW,"ARREST, BOOKED",86,1,Bayview Hunters Point,"-122.3898637, 37.73758611",1
1900 Block of BALBOA ST,29,1,8,4,OTHER OFFENSES,28135,12/1/2005 0:00,Thursday,HARASSING PHONE CALLS,70225379,1/1/1900 10:00,2005,37.77657634,-122.4796551,RICHMOND,NONE,8,3,Outer Richmond,"-122.4796551, 37.77657634",1
2000 Block of FILLMORE ST,30,1,4,6,LARCENY/THEFT,6372,7/14/2007 0:00,Saturday,PETTY THEFT OF PROPERTY,76049604,1/1/1900 18:45,2007,37.78844612,-122.4336769,NORTHERN,NONE,102,0,Pacific Heights,"-122.4336769, 37.78844612",1
100 Block of POWELL ST,8,2,6,3,LARCENY/THEFT,6362,3/31/2009 0:00,Tuesday,PETTY THEFT SHOPLIFTING,90337114,1/1/1900 14:50,2009,37.78596801,-122.4078778,TENDERLOIN,NONE,19,0,Financial District/South Beach,"-122.4078778, 37.78596801",1
1000 Block of HYDE ST,21,1,6,3,FRAUD,9320,12/20/2011 0:00,Tuesday,"CREDIT CARD, THEFT BY USE OF",120036870,1/1/1900 0:01,2011,37.79052672,-122.4172315,CENTRAL,NONE,16,1,Nob Hill,"-122.4172315, 37.79052672",1
100 Block of GOLDEN GATE AV,36,2,5,10,OTHER OFFENSES,26150,1/15/2009 0:00,Thursday,PAROLE VIOLATION,90057061,1/1/1900 15:06,2009,37.78202043,-122.4130699,TENDERLOIN,"ARREST, BOOKED",20,3,Tenderloin,"-122.4130699, 37.78202043",1
SHOTWELL ST / 20TH ST,20,2,3,2,OTHER OFFENSES,65016,9/16/2007 0:00,Sunday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",70949400,1/1/1900 4:04,2007,37.75883121,-122.4157813,MISSION,"ARREST, CITED",53,3,Mission,"-122.4157813, 37.75883121",1
1300 Block of 11TH AV,14,1,10,11,MOTOR VEHICLE THEFT,7021,9/23/2011 0:00,Friday,STOLEN AUTOMOBILE,110769821,1/1/1900 22:30,2011,37.76299723,-122.4683157,TARAVAL,NONE,109,0,Inner Sunset,"-122.46831570000002, 37.76299723",1
900 Block of ELLSWORTH ST,2,1,9,2,VANDALISM,28160,2/23/2009 0:00,Monday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",90196302,1/1/1900 11:30,2009,37.73291625,-122.4164461,INGLESIDE,"ARREST, BOOKED",83,1,Bernal Heights,"-122.4164461, 37.73291625",1
100 Block of 6TH ST,34,2,1,10,LARCENY/THEFT,6371,12/22/2013 0:00,Sunday,PETTY THEFT OF PROPERTY,150015593,1/1/1900 15:00,2013,37.78077843,-122.4083686,SOUTHERN,NONE,32,0,South of Market,"-122.4083686, 37.78077843",1
200 Block of MAYNARD ST,7,2,9,1,BURGLARY,5082,12/31/2007 0:00,Monday,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",71334591,1/1/1900 10:35,2007,37.72950802,-122.4249156,INGLESIDE,NONE,94,0,Excelsior,"-122.4249156, 37.72950802",1
SAN JOSE AV / OCEAN AV,28,1,9,1,SUSPICIOUS OCC,64070,4/28/2004 0:00,Wednesday,SUSPICIOUS OCCURRENCE,40488444,1/1/1900 12:00,2004,37.7229679,-122.4447467,INGLESIDE,UNFOUNDED,94,1,Outer Mission,"-122.4447467, 37.7229679",1
PHELPS ST / JERROLD AV,1,1,2,9,WARRANTS,63010,2/28/2004 0:00,Saturday,WARRANT ARREST,40238512,1/1/1900 22:06,2004,37.73985314,-122.391269,BAYVIEW,"ARREST, BOOKED",86,3,Bayview Hunters Point,"-122.391269, 37.73985314",1
100 Block of TAYLOR ST,36,2,5,10,OTHER OFFENSES,26170,4/7/2004 0:00,Wednesday,PROBATION VIOLATION,40401305,1/1/1900 23:59,2004,37.78369523,-122.4107917,TENDERLOIN,"ARREST, BOOKED",20,3,Tenderloin,"-122.41079170000002, 37.78369523",1
800 Block of BRYANT ST,34,2,1,10,OTHER OFFENSES,27170,10/7/2012 0:00,Sunday,RESISTING ARREST,120805261,1/1/1900 11:59,2012,37.77542071,-122.4034048,SOUTHERN,"ARREST, CITED",32,3,South of Market,"-122.4034048, 37.77542071",1
SILVER AV / MISSION ST,28,1,9,1,ASSAULT,4014,1/27/2005 0:00,Thursday,AGGRAVATED ASSAULT WITH BODILY FORCE,50102894,1/1/1900 8:53,2005,37.72872979,-122.431295,INGLESIDE,NONE,94,0,Outer Mission,"-122.431295, 37.72872979",1
JONES ST / GOLDEN GATE AV,36,2,5,10,OTHER OFFENSES,65016,10/19/2004 0:00,Tuesday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",41193634,1/1/1900 0:15,2004,37.78207293,-122.4122242,TENDERLOIN,"ARREST, CITED",20,3,Tenderloin,"-122.4122242, 37.78207293",1
100 Block of JONES ST,36,2,5,10,NON-CRIMINAL,72000,8/23/2012 0:00,Thursday,FOUND PROPERTY,120674533,1/1/1900 11:10,2012,37.78255633,-122.4122498,TENDERLOIN,NONE,20,3,Tenderloin,"-122.41224979999998, 37.78255633",1
FOLSOM ST / MOSS ST,34,2,1,10,NON-CRIMINAL,68050,1/23/2003 0:00,Thursday,TRAFFIC ACCIDENT,30094409,1/1/1900 23:55,2003,37.77717814,-122.4072946,SOUTHERN,"ARREST, BOOKED",32,3,South of Market,"-122.4072946, 37.77717814",1
700 Block of 7TH AV,11,1,8,4,LARCENY/THEFT,6361,3/2/2003 0:00,Sunday,PETTY THEFT SHOPLIFTING,30254283,1/1/1900 17:39,2003,37.77438417,-122.4649447,RICHMOND,"ARREST, CITED",5,0,Inner Richmond,"-122.4649447, 37.77438417",1
